CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Ownership Type,Certification Date
19T008,TERREBONNE GENERAL MEDICAL CENTER,8166 MAIN STREET,-,HOUMA,LA,70360,Terrebonne,(985) 873-4721,6,Government,04/01/1988
19T014,TECHE REGIONAL MEDICAL CENTER,1125 MARGUERITE STREET,-,MORGAN CITY,LA,70380,St. Mary,(985) 380-4397,6,Non-profit,01/01/2011
19T019,CHRISTUS ST. FRANCES CABRINI HOSPITAL,3330 MASONIC DR.,-,ALEXANDRIA,LA,71301,Rapides,(318) 561-4163,6,Non-profit,07/01/1991
19T020,LANE REHABILITATION CENTER,4601 MCHUGH ROAD,-,ZACHARY,LA,70791,East Baton Rouge,(225) 658-6800,6,Government,07/01/2000
19T025,SAVOY MEDICAL CENTER,801 POINCIANA AVE,-,MAMOU,LA,70554,Evangeline,(337) 468-0281,6,Non-profit,10/01/1993
19T027,CHRISTUS ST PATRICK HOSPITAL,524 DR. MICHAEL DEBAKEY DRIVE,-,LAKE CHARLES,LA,70601,Calcasieu,(337) 491-7595,6,Non-profit,07/01/1988
19T039,WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BOULEVARD,-,MARRERO,LA,70072,Jefferson,(502) 596-6346,6,Non-profit,01/01/1997
19T041,CHRISTUS SCHUMPERT HEALTH SYSTEM,1035 MARGARET PLACE,-,SHREVEPORT,LA,71101,Caddo,(318) 681-4434,6,Non-profit,07/01/1989
19T046,TOURO REHABILITATION CENTER,1401 FOUCHER STREET,-,NEW ORLEANS,LA,70115,Orleans,(504) 897-8055,6,Non-profit,01/01/2010
19T054,IBERIA MEDICAL CENTER,600 N LEWIS AVE,-,NEW IBERIA,LA,70563,Iberia,(870) 206-0513,6,Non-profit,10/01/2018
19T060,LAKE CHARLES MEMORIAL HOSPITAL,1701 OAK PARK BLVD.,2ND FLOOR,LAKE CHARLES,LA,70601,Calcasieu,(337) 494-3000,6,Non-profit,01/01/1987
19T064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,5000 HENNESSY BLVD,-,BATON ROUGE,LA,70808,East Baton Rouge,(225) 765-7841,6,Non-profit,07/01/1986
19T065,BATON ROUGE GENERAL MEDICAL CENTER,3600 FLORIDA BLVD.,-,BATON ROUGE,LA,70806,East Baton Rouge,(225) 387-7000,6,Non-profit,10/01/1992
19T086,NORTHERN LOUISIANA MEDICAL CENTER,401 EAST VAUGHN AVENUE,-,RUSTON,LA,71270,Lincoln,(318) 254-2100,6,For profit,10/01/2023
19T111,WILLIS-KNIGHTON MEDICAL CENTER,2600 GREENWOOD ROAD,-,SHREVEPORT,LA,71103,Caddo,(318) 212-4437,6,Non-profit,10/01/1991
19T125,ST. FRANCIS MEDICAL CENTER ACUTE REHAB,309 JACKSON STREET,-,MONROE,LA,71201,Ouachita,(318) 966-7150,6,Non-profit,07/01/2002
19T140,FRANKLIN MEDICAL CENTER,2106 LOOP RD.,-,WINNSBORO,LA,71295,Franklin,(318) 412-5400,6,Government,05/01/2017
19T144,MINDEN MEDICAL CENTER REHAB,1 MEDICAL CENTER,-,MINDEN,LA,71055,Webster,(318) 371-3291,6,For profit,09/01/2001
19T160,GLENWOOD REHABILITATION CENTER,503 MCMILAN ROAD,-,WEST MONROE,LA,71291,Ouachita,(318) 329-3667,6,For profit,09/01/1996
19T164,BYRD REGIONAL HOSPITAL,1020 FERTITTA BLVD,-,LEESVILLE,LA,71446,Vernon,(337) 239-9041,6,For profit,08/01/2021
19T167,MERCY REGIONAL MEDICAL CENTER,800 E MAIN ST,-,VILLE PLATTE,LA,70586,Evangeline,(337) 360-9714,6,For profit,10/01/2009
19T176,TULANE INPATIENT REHAB CENTER,1415 TULANE AVE,-,NEW ORLEANS,LA,70112,Orleans,(504) 883-6808,6,Non-profit,01/01/1997
19T190,CALDWELL MEMORIAL HOSPITAL,P.O. BOX 899,-,COLUMBIA,LA,71418,Caldwell,(318) 649-6111,6,For profit,01/01/2004
19TA04,BATON ROUGE SPECIALTY HOSPITAL,5130 MANCUSO LANE,-,BATON ROUGE,LA,70809,East Baton Rouge,(225) 490-9600,6,For profit,01/01/2025
19TA06,CORNERSTONE POST ACUTE CARE OF BOSSIER,4900 MEDICAL DRIVE,-,BOSSIER CITY,LA,71112,Bossier,(318) 747-9500,6,For profit,03/28/2025
19TA10,INTENSIVE SPECIALTY HOSPITAL,1800 IRVING PLACE,-,SHREVEPORT,LA,71101,Caddo,(318) 425-4096,6,Non-profit,08/31/2023
19TA28,RIVERBRIDGE SPECIALTY HOSPITAL,209 FRONT STREET,-,VIDALIA,LA,71373,Concordia,(318) 336-6500,6,Non-profit,01/04/2024
19TA35,LOUISIANA EXTENDED CARE HOSPITAL OF NATCHITOCHES,501 KEYSER AVE 4TH FLOOR,-,NATCHITOCHES,LA,71457,Natchitoches,(318) 354-2044,6,For profit,03/31/2022
19TA43,RIVERSIDE HOSPITAL DPU,13 HEYMAN LANE,-,ALEXANDRIA,LA,71306,Rapides,(318) 767-2900,6,For profit,07/01/2020
19TA48,P A M SPECIALTY HOSPITAL OF COVINGTON,20050 CRESTWOOD BLVD,-,COVINGTON,LA,70433,St. Tammany,(985) 875-7525,6,For profit,01/01/2021
19TA57,SAGE SPECIALTY AND REHABILITATION CENTER OF LAFAYE,"204 ENERGY PKWY., SUITE B",-,LAFAYETTE,LA,70508,Lafayette,(337) 446-4300,6,For profit,01/01/2023
203025,"NEW ENGLAND REHABILITATION HOSPITAL OF PORTLAND, A","335 BRIGHTON AVENUE, UNIT 201",-,PORTLAND,ME,04102,Cumberland,(207) 775-4000,1,For profit,12/04/1986
20T018,AROOSTOOK MEDICAL CENTER IRF,PO BOX 151,140 ACADEMY STREET,PRESQUE ISLE,ME,04769,Aroostook,(207) 768-4083,1,Non-profit,01/01/1984
20T024,CENTRAL MAINE REHABILITATION CENTER,300 MAIN STREET,-,LEWISTON,ME,04240,Androscoggin,(207) 795-2587,1,Non-profit,07/01/1984
213028,ENCOMPASS HEALTH REHAB HOSPITAL OF SALISBURY,220 TILGHMAN ROAD,-,SALISBURY,MD,21804,Wicomico,(410) 546-4600,3,For profit,04/26/1993
213029,ADVENTIST HEALTHCARE REHABILITATION AT ROCKVILLE,9909 MEDICAL CENTER DRIVE,-,ROCKVILLE,MD,20850,Montgomery,(240) 864-6005,3,Non-profit,01/12/2001
213030,REHABILITATION HOSPITAL OF BOWIE,17351 MELFORD BOULEVARD,-,BOWIE,MD,20715,Prince George's,(240) 548-1300,3,For profit,06/26/2023
223026,ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN,2 REHABILITATION WAY,-,WOBURN,MA,01801,Middlesex,(781) 935-5050,1,For profit,10/05/1983
223027,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,250 POND STREET,-,BRAINTREE,MA,02184,Norfolk,(781) 848-5353,1,For profit,09/30/1985
223029,"FAIRLAWN REHAB HOSP, AN AFFILIATE OF ENCOMPASS HLT",189 MAY STREET,-,WORCESTER,MA,01602,Worcester,(508) 791-6351,1,For profit,12/16/1987
223030,ENCOMPASS HEALTH REHAB HOSPITAL OF WESTERN MASS,222 STATE STREET,-,LUDLOW,MA,01056,Hampden,(413) 589-7581,1,For profit,05/25/1990
223032,SPAULDING REHABILITATION HOSPITAL - CAPE COD,311 SERVICE ROAD,-,EAST SANDWICH,MA,02537,Barnstable,(508) 833-4262,1,Non-profit,10/18/1995
223034,SPAULDING REHABILITATION HOSPITAL,300 FIRST AVENUE,-,CHARLESTOWN,MA,02129,Suffolk,(617) 720-6400,1,Non-profit,01/01/1987
22T046,BERKSHIRE MEDICAL CENTER,THE CENTER FOR REHAB,725 NORTH ST,PITTSFIELD,MA,01201,Berkshire,(413) 447-2215,1,Non-profit,10/01/1985
22T065,NOBLE HOSPITAL,115 W SILVER ST,NOBLE HOSPITAL,WESTFIELD,MA,01086,Hampden,(502) 596-6346,1,Non-profit,10/01/1990
22T066,MERCY MEDICAL CENTER FOR REHABILITATION,271 CAREW STREET,-,SPRINGFIELD,MA,01102,Hampden,(860) 684-8152,1,Non-profit,10/01/1998
22T074,SOUTHCOAST HOSPITALS GROUP INC.,CHARLTON MEMORIAL HOSPITAL,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,Plymouth,(508) 973-7554,1,Non-profit,10/01/1990
22TA00,SPAULDING HOSPITAL FOR CONTINUING MED CARE-CAMB,1575 CAMBRIDGE STREET,-,CAMBRIDGE,MA,02138,Middlesex,(617) 876-4344,1,Non-profit,11/11/2024
22TA47,WHITTIER REHABILITATION HOSPITAL - BRADFORD,145 WARD HILL AVENUE,-,BRADFORD,MA,01835,Essex,(978) 372-8000,1,For profit,10/01/2019
22TA48,WHITTIER REHABILITATION HOSPITAL,150 FLANDERS ROAD,-,WESTBOROUGH,MA,01581,Worcester,(508) 871-2063,1,For profit,10/01/2019
233026,MARY FREE BED REHABILITATION HOSPITAL,235 WEALTHY SE,-,GRAND RAPIDS,MI,49503,Kent,(616) 840-8000,5,Non-profit,05/16/1984
233027,REHABILITATION INSTITUTE OF MICHIGAN,261 MACK BLVD,-,DETROIT,MI,48201,Wayne,(313) 745-9710,5,For profit,11/01/1985
23T002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,-,LIVONIA,MI,48154,Wayne,(734) 655-2815,5,Non-profit,07/01/2006
23T015,THREE RIVERS HEALTH REHAB PAVILION,701 SOUTH HEALTH PARKWAY,-,THREE RIVERS,MI,49093,St. Joseph,(269) 273-9795,5,Government,01/01/1992
23T019,ASCENSION PROVIDENCE HOSPITAL SOUTHFIELD CAMPUS,16001 W 9 MILE RD,-,SOUTHFIELD,MI,48174,Oakland,(248) 849-5802,5,Non-profit,07/01/1991
23T021,"LAKELAND HOSPITAL, ST. JOSEPH",1234 NAPIER AVENUE,-,SAINT JOSEPH,MI,49085,Berrien,(269) 983-8586,5,Non-profit,10/01/1988
23T024,DMC SINAI-GRACE HOSPITAL,6071 WEST OUTER DRIVE,-,DETROIT,MI,48235,Wayne,(313) 966-3350,5,For profit,07/01/1984
23T029,ST JOSEPH MERCY - OAKLAND,44405 WOODWARD AVE.,-,PONTIAC,MI,48341,Oakland,(248) 858-6311,5,Non-profit,07/01/1984
23T030,MID-MICHIGAN GRATIOT MEDICAL CENTER,300 WARWICK DR,-,ALMA,MI,48801,Gratiot,(502) 596-6346,5,Non-profit,07/01/1993
23T031,LAKE HURON MEDICAL CENTER,2601 ELECTRIC AVENUE,-,PORT HURON,MI,48060,St. Clair,(810) 216-1648,5,Non-profit,07/01/1990
23T036,MYMICHIGAN MEDICAL CENTER ALPENA,1501 W CHISHOLM ST,-,ALPENA,MI,49707,Alpena,(989) 356-7731,5,For profit,07/01/2005
23T038,COREWELL HEALTH GRAND RAPIDS REHABILITATION UNIT,1840 WEALTHY ST SE,-,GRAND RAPIDS,MI,49506,Kent,(616) 486-3080,5,Non-profit,07/01/2012
23T041,BAY MEDICAL CENTER FOR REHABILITATION,3190 E. MIDLAND ROAD,-,BAY CITY,MI,48706,Bay,(989) 667-6898,5,Non-profit,07/01/1989
23T047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE ROAD,-,CLINTON TOWNSHIP,MI,48038,Macomb,(586) 263-2489,5,Non-profit,07/01/1990
23T054,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,-,MARQUETTE,MI,49855,Marquette,(906) 449-3800,5,Government,07/01/1984
23T066,HACKLEY HOSPITAL,1700 CLINTON STREET,-,MUSKEGON,MI,49443,Muskegon,(231) 728-4007,5,Non-profit,04/01/1988
23T070,MARY FREE BED AT COVENANT,515 MICHIGAN AVENUE,-,SAGINAW,MI,48602,Saginaw,(989) 583-2817,5,Non-profit,07/01/1991
23T077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,-,SAGINAW,MI,48601,Saginaw,(989) 776-1677,5,Non-profit,07/01/2006
23T078,COMMUNITY REHABILITATION CENTER,400 MEDICAL PARK DRIVE,-,WATERVLIET,MI,49098,Berrien,(502) 596-6346,5,Non-profit,10/01/1992
23T093,MECOSTA COUNTY MEDICAL CENTER,605 OAK ST,-,BIG RAPIDS,MI,49307,Mecosta,(231) 592-4455,5,Non-profit,07/01/1995
23T097,MARY FREE BED AT MUNSON,1105 6TH ST.,-,TRAVERSE CITY,MI,49684,Grand Traverse,-,5,Non-profit,07/01/2004
23T105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE.,-,PETOSKEY,MI,49770,Emmet,(502) 596-6346,5,Non-profit,01/01/2002
23T117,BORGESS MEDICAL CENTER,1521 GULL RD,-,KALAMAZOO,MI,49048,Kalamazoo,(269) 226-6618,5,Non-profit,07/01/1993
23T130,BEAUMONT - ROYAL OAK,3601 W 13 MILE RD.,-,ROYAL OAK,MI,48073,Oakland,(248) 898-7319,5,Non-profit,01/01/1984
23T132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,-,FLINT,MI,48503,Genesee,(810) 262-6200,5,Non-profit,07/01/1994
23T141,MCLAREN REGIONAL MEDICAL CENTER,401 SOUTH BALLENGER HIGHWAY,-,FLINT,MI,48532,Genesee,(810) 342-5201,5,Non-profit,10/01/1984
23T146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE,-,WYANDOTTE,MI,48192,Wayne,(734) 246-8962,5,Non-profit,10/01/1983
23T151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVE,-,FARMINGTON HILLS,MI,48336,Oakland,(248) 471-8769,5,Non-profit,01/01/1988
23T156,ST. JOSEPH MERCY HOSPITAL-ANN ARBOR,5301 EAST HURON RIVER DRIVE,-,ANN ARBOR,MI,48106,Washtenaw,(734) 712-5358,5,Non-profit,07/01/1984
23T165,ASCENSION ST JOHN HOSPITAL,22101 MOROSS,-,DETROIT,MI,48236,Wayne,(313) 343-4546,5,Non-profit,07/01/2010
23T195,ASCENSION MACOMB-OAKLAND HOSPITAL WARREN CAMPUS,11800 E. 12 MILE,-,WARREN,MI,48093,Macomb,(586) 573-5958,5,Non-profit,07/01/2004
23T197,GENESYS REGIONAL MEDICAL CTR,ONE GENESYS PARKWAY,-,GRAND BLANC,MI,48439,Genesee,(810) 606-6543,5,Non-profit,10/01/1990
23T207,MCLAREN OAKLAND/POH MEDICAL CENTER,50 N. PERRY STREET,-,PONTIAC,MI,48342,Oakland,(248) 338-5157,5,Non-profit,07/01/2000
23T227,MCLAREN MACOMB,1000 HARRINGTON ST,-,MOUNT CLEMENS,MI,48043,Macomb,(586) 493-8000,5,Non-profit,10/01/2021
23T230,MARY FREE BED AT SPARROW,1215 E. MICHIGAN AVENUE,-,LANSING,MI,48912,Ingham,(517) 364-2092,5,Non-profit,01/01/1985
23T244,GARDEN CITY HOSPITAL,6245 N INKSTER RD,-,GARDEN CITY,MI,48135,Wayne,(810) 406-7937,5,Non-profit,10/01/1988
23T254,ASCENSION CRITTENTON HOSPITAL,1101 WEST UNIVERSITY DRIVE,-,ROCHESTER,MI,48307,St. Clair,(502) 596-6346,5,Non-profit,01/01/1995
23T259,CHELSEA COMMUNITY HOSPITAL,775 S MAIN,-,CHELSEA,MI,48118,Washtenaw,(734) 593-5309,5,Non-profit,01/01/2008
23T269,BEAUMONT HEALTH SYSTEMS,44201 DEQUINDRE RD,-,TROY,MI,48085,Oakland,(248) 964-7996,5,Non-profit,01/01/2013
23T270,BEAUMONT TAYLOR,10000 TELEGRAPH RD,-,TAYLOR,MI,48180,Wayne,(313) 295-5197,5,Non-profit,07/01/1988
23T275,HEALTHSOURCE SAGINAW,3340 HOSPITAL RD,-,SAGINAW,MI,48603,Saginaw,(989) 790-7812,5,Non-profit,01/01/1984
24T001,NORTH MEMORIAL MEDICAL CENTER,3300 OAKDALE AVENUE NORTH,3300 OAKDALE AVE N,ROBBINSDALE,MN,55422,Hennepin,(763) 584-3445,5,Non-profit,01/01/1984
24T004,MILAND E KNAPP REHAB CENTER,701 PARK AVE,-,MINNEAPOLIS,MN,55415,Hennepin,(612) 873-8544,5,Government,09/11/1996
24T010,ST MARYS HOSPITAL,1216 2 ST. SW,200 FIRST STREET SW,ROCHESTER,MN,55902,Olmsted,(507) 538-4168,5,Non-profit,07/01/1984
24T019,SMDC MEDICAL CENTER DBA ESSENTIA HEALTH-DULUTH,502 EAST SECOND STREET,-,DULUTH,MN,55805,St. Louis,(218) 786-5980,5,Non-profit,01/01/1984
24T036,ST CLOUD HOSPITAL INPATIENT REHABILITATION UNIT,1406 6TH AVENUE NORTH,-,ST. CLOUD,MN,56303,Stearns,(320) 251-2700,5,Non-profit,07/01/1984
24T038,UNITED HOSPITAL,333 SMITH AVE N MR660104,-,ST PAUL,MN,55102,Ramsey,(612) 863-0881,5,Non-profit,01/01/1984
24T047,ST LUKES HOSPITAL,915 EAST FIRST ST,-,DULUTH,MN,55805,St. Louis,(218) 249-5410,5,Non-profit,12/30/1999
24T057,ABBOTT NORTHWESTERN HOSPITAL,800 E 28TH ST,-,MINNEAPOLIS,MN,55407,Hennepin,(612) 863-0881,5,Non-profit,01/01/1984
24T064,GRAND ITASCA CLINIC HOSPITAL,1601 GOLF COURSE RD,-,GRAND RAPIDS,MN,55744,Itasca,(218) 999-1573,5,Non-profit,07/01/2004
24T080,FAIRVIEW HEALTH SERVICES,2450 RIVERSIDE AVENUE,-,MINNEAPOLIS,MN,55454,Hennepin,(612) 273-9199,5,Non-profit,01/01/1985
24T106,REGIONS HOSPITAL REHAB INSTITUTE,640 JACKSON ST.,MAILSTOP 11102D,ST PAUL,MN,55101,Ramsey,(651) 254-2060,5,Non-profit,01/01/1984
253027,"ENCOMPASS HEALTH REHABILITATION HOSPITAL, PARTNER","4500 13TH STREET, SUITE 900",-,GULFPORT,MS,39501,Harrison,(228) 822-6965,4,Non-profit,05/01/2017
253028,BAPTIST MEMORIAL REHABILITATION HOSPITAL-MADISON,1520 HIGHLAND COLONY PARKWAY,-,MADISON,MS,39110,Madison,(769) 289-7600,4,For profit,11/05/2025
25T004,NORTH MISSISSIPPI MEDICAL CENTER,830 S GLOSTER STREET,-,TUPELO,MS,38801,Lee,(662) 377-3780,4,Non-profit,10/01/1988
25T034,BAPTIST MEMORIAL HOSPITAL NORTH MISSISSIPPI,1100 BELK BLVD.,-,OXFORD,MS,38655,Lafayette,(662) 636-4152,4,Non-profit,10/01/2003
25T040,SINGING RIVER HOSPITAL,2809 DENNY AVENE,-,PASCAGOULA,MS,39581,Jackson,(502) 596-6346,4,Government,10/01/2004
25T078,FORREST GENERAL HOSPITAL,PO BOX 16389,-,HATTIESBURG,MS,39404,Forrest,(601) 288-3862,4,Government,10/01/1988
25T081,ANDERSON MEDICAL CENTER,1102 CONSTITUTION AVE,RILEY HOSPITAL,MERIDIAN,MS,39301,Lauderdale,(502) 596-6346,4,For profit,01/01/2000
25T082,DELTA REGIONAL MEDICAL CENTER,1400 E UNION STREET,-,GREENVILLE,MS,38701,Washington,(502) 596-6346,4,Government,10/01/1984
25T084,MERIT HEALTH NATCHEZ,54 SEARGENT PRENTISS DRIVE,-,NATCHEZ,MS,39120,Adams,(601) 443-2570,4,For profit,10/01/2001
25T141,BAPTIST HOSPITAL DESOTO,7601 SOUTHCREST PARKWAY,-,SOUTHAVEN,MS,38671,DeSoto,(662) 772-2150,4,For profit,01/01/1994
25T152,MISSISSIPPI METHODIST REHABILITATION CENTER,1350 EAST WOODROW WILSON,-,JACKSON,MS,39216,Hinds,(601) 364-3365,4,Non-profit,07/01/2002
263027,RUSK REHABILITATION CTR,315 BUSINESS LOOP 70 W,-,COLUMBIA,MO,65203,Boone,(573) 817-2703,7,For profit,05/19/1997
263028,"THE REHABILITATION INSTITUTE OF ST. LOUIS, AN AFFI",4455 DUNCAN AVE,-,SAINT LOUIS,MO,63110,St. Louis City,(314) 658-3800,7,For profit,04/02/2001
263029,MERCY REHABILITATION HOSPITAL ST LOUIS,14561 NORTH OUTER FORTY,-,CHESTERFIELD,MO,63017,St. Louis,(314) 889-2704,7,For profit,08/09/2007
263030,ST LUKE'S REHABILITATION HOSPITAL,14709 OLIVE BOULEVARD,-,CHESTERFIELD,MO,63017,St. Louis,(314) 317-5700,7,For profit,11/25/2008
263031,SSM HEALTH REHABILITATION HOSPITAL,1027 BELLEVUE AVENUE,-,RICHMOND HEIGHTS,MO,63117,St. Louis,(314) 768-5202,7,For profit,12/08/2009
263032,MERCY REHABILITATION HOSPITAL SPRINGFIELD,5904 S SOUTHWOOD RD,-,SPRINGFIELD,MO,65804,Greene,(417) 820-2973,7,For profit,05/21/2014
263034,MERCY REHABILITATION HOSPITAL SOUTH,10114 KENNERLY ROAD,-,SAINT LOUIS,MO,63128,St. Louis,(314) 948-2000,7,For profit,12/22/2022
263035,COXHEALTH REHABILITATION HOSPITAL,1660 WEST GARTON ROAD,-,OZARK,MO,65721,Christian,(417) 551-9670,7,For profit,03/05/2026
26T006,HEARTLAND REGIONAL MEDICAL CENTER,5325 FARAON,-,ST. JOSEPH,MO,64506,Buchanan,(816) 271-6000,7,Non-profit,07/01/2023
26T017,PHELPS COUNTY REGIONAL MED CENTER,1000 WEST TENTH ST,-,ROLLA,MO,65401,Phelps,(502) 596-6346,7,Government,01/01/2000
26T023,MERCY HOSPITAL JEFFERSON,HWY 61 SOUTH,PO BOX 350,CRYSTAL CITY,MO,63019,Jefferson,(636) 933-1000,7,Non-profit,10/01/2007
26T025,HANNIBAL REGIONAL HEALTHCARE SYSTEM,6000 HOSPITAL DRIVE,-,HANNIBAL,MO,63401,Marion,(502) 596-6346,7,Non-profit,10/01/2015
26T027,RESEARCH MEDICAL CENTER,2316 E MEYER BOULEVARD,2N REHABILITATION UNIT,KANSAS CITY,MO,64132,Jackson,(816) 276-4664,7,For profit,01/01/1984
26T057,CAMERON REGIONAL MEDICAL CTR,1600 E EVERGREEN,-,CAMERON,MO,64429,Clinton,(816) 649-3336,7,Non-profit,10/01/2002
26T062,ST LUKES NORTHLAND HOSPITAL,601 SOUTH 169 HIGHWAY,-,SMITHVILLE,MO,64089,Clay,(816) 532-7360,7,Non-profit,01/01/2003
26T068,BOONE HOSPITAL CENTER,1600 E. BROADWAY,-,COLUMBIA,MO,65201,Boone,(573) 815-7050,7,Non-profit,01/13/2003
26T085,SAINT JOSEPH MEDICAL CENTER,1000 CARONDELET DRIVE,-,KANSAS CITY,MO,64114,Jackson,(816) 943-2693,7,For profit,07/01/1987
26T095,CENTERPOINT MEDICAL CENTER,1960 E 39TH ST S,-,INDEPENDENCE,MO,64057,Jackson,(816) 698-7470,7,For profit,04/01/2018
26T096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,-,NORTH KANSAS CITY,MO,64116,Clay,(502) 596-6346,7,Government,07/01/2006
26T110,SOUTHEAST HOSPITAL,1701 LACEY STREET,-,CAPE GIRARDEAU,MO,63701,Cape Girardeau,(573) 331-6575,7,Non-profit,10/01/2001
26T113,MISSOURI DELTA MEDICAL CENTER,1008 N. MAIN ST.,-,SIKESTON,MO,63801,Scott,(573) 472-7224,7,Non-profit,10/01/2003
26T119,POPLAR BLUFF REGIONAL MED CTR,3100 OAK GROVE ROAD,-,POPLAR BLUFF,MO,63901,Butler,(573) 778-5163,7,For profit,01/01/1993
26T137,FREEMAN HEALTH SYSTEMS,1102 W 32ND ST,-,JOPLIN,MO,64804,Jasper,(417) 347-4525,7,Non-profit,04/01/1996
26T141,CAPITAL REGION MEDICAL CENTER - REHABILITATION,1125 MADISON STREET,-,JEFFERSON CITY,MO,65101,Boone,(573) 632-5000,7,Government,07/01/1998
26T180,CHRISTIAN HOSPITAL/BJC HEALTHCARE,11133 DUNN ROAD,-,ST LOUIS,MO,63136,St. Louis,(314) 653-5307,7,Non-profit,01/01/2003
26T183,ST FRANCIS HEALTHCARE SYSTEM,211 SAINT FRANCIS DR,-,CAPE GIRARDEAU,MO,63703,Cooper,(573) 331-5368,7,Non-profit,04/01/2004
26T193,ST MARYS MEDICAL CENTER,201 NW R.D. MIZE,-,BLUE SPRINGS,MO,64014,Jackson,(816) 655-5628,7,For profit,07/01/2000
26TA16,"LANDMARK HOSPITAL OF JOPLIN, LLC",2040 W 32ND STREET,-,JOPLIN,MO,64804,Jasper,(417) 220-4364,7,For profit,03/01/2024
273025,REHABILITATION HOSPITAL OF MONTANA,3572 HESPER ROAD,-,BILLINGS,MT,59102,Yellowstone,(406) 413-6200,8,For profit,09/11/2019
27T012,BENEFIS HEALTH SYSTEM,500 15TH AVE SO.,-,GREAT FALLS,MT,59405,Cascade,(406) 455-5000,8,Non-profit,01/01/1997
27T023,RIM AT COMMUNITY MEDICAL CENTER,2827 FORT MISSOULA ROAD,-,MISSOULA,MT,59804,Missoula,(406) 327-4321,8,Non-profit,02/01/2003
27TA01,ADVANCED CARE HOSPITAL OF MONTANA,3528 GABEL RD,-,BILLINGS,MT,59102,Yellowstone,(406) 373-8000,8,For profit,12/14/2025
283025,MADONNA REHABILITATION HOSPITAL LINCOLN,5401 SOUTH ST,-,LINCOLN,NE,68506,Lancaster,(402) 413-3000,7,Non-profit,07/01/1994
28T003,BRYAN MEDICAL CENTER,2300 SOUTH 16TH STREET,-,LINCOLN,NE,68502,Lancaster,(402) 481-9399,7,Non-profit,06/01/2003
28T009,CHI HEALTH GOOD SAMARITAN,10 E 31ST STREET,-,KEARNEY,NE,68848,Buffalo,(308) 865-7189,7,Non-profit,07/01/2019
28T023,CHI HEALTH ST FRANCIS,2620 WEST FAIDLEY AVE.,-,GRAND ISLAND,NE,68803,Hall,(308) 398-5302,7,Non-profit,07/01/2008
28T040,METHODIST REHABILITATION HOSPITAL,8303 DODGE STREET,-,OMAHA,NE,68114,Douglas,(402) 354-4408,7,Non-profit,01/01/1991
28T061,THE ACUTE REHAB UNIT AT REGIONAL WEST MEDICAL CENT,4021 AVENUE B,-,SCOTTSBLUFF,NE,69361,Scotts Bluff,(308) 630-1070,7,Non-profit,01/01/2002
28T081,IMMANUEL REHABILITATION INSTITUTE,6901 NORTH 72ND,-,OMAHA,NE,68122,Douglas,(402) 572-3989,7,Non-profit,10/01/1987
28T125,FAITH REGIONAL HEALTH SERVICES,2700 W NORFOLK AVENUE,-,NORFOLK,NE,68701,Madison,(402) 644-7184,7,Non-profit,01/01/2005
28TA03,MADONNA REHABILITATION SPECIALTY HOSPITAL OMAHA,17500 BURKE STREET,-,OMAHA,NE,68118,Douglas,(402) 401-3000,7,Non-profit,07/01/2021
293026,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LV,1250 S VALLEY VIEW BLVD,-,LAS VEGAS,NV,89102,Clark,(702) 877-8898,9,For profit,02/04/1993
293032,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF HENDER,10301 JEFFREYS ST,-,HENDERSON,NV,89052,Clark,(702) 939-9400,9,For profit,02/05/2002
293033,ENCOMPASS HEALTH REHAB HOSPITAL OF DESERT CANYON,9175 WEST OQUENDO ROAD,-,LAS VEGAS,NV,89148,Clark,(702) 252-7342,9,For profit,06/14/2007
293034,PAM REHABILITATION HOSPITAL OF CENTENNIAL HILLS,6166 N DURANGO DRIVE,-,LAS VEGAS,NV,89149,Clark,(725) 223-4100,9,For profit,01/09/2018
293035,DIGNITY HEALTH REHABILITATION HOSPITAL,2930 SIENA HEIGHTS DRIVE,-,HENDERSON,NV,89052,Clark,(725) 726-2000,9,For profit,07/03/2019
29T003,SUNRISE HOSPITAL MEDICAL CENTER,3186 S. MARYLAND PKWY.,W300,LAS VEGAS,NV,89109,Clark,(702) 731-8310,9,For profit,09/01/1997
